count,geoid,minwage,place,region,state
0,1376476,5.15,"Tifton city, Georgia",Tifton,Georgia
2486,3563460,7.5,"Rio Rancho city, New Mexico",Rio Rancho,New Mexico
3000,3502000,7.5,"Albuquerque city, New Mexico",Albuquerque,New Mexico
20,4221648,7.25,"Easton city, Pennsylvania",Easton,Pennsylvania
14,4284512,7.25,"Whitehall borough, Pennsylvania",Whitehall borough,Pennsylvania
5,4223584,7.25,"Emmaus borough, Pennsylvania",Emmaus borough,Pennsylvania
3,4233408,7.25,"Hazleton city, Pennsylvania",Hazleton,Pennsylvania
18,3458350,8.6,"Phillipsburg town, New Jersey",Phillipsburg,New Jersey
70,4202000,7.25,"Allentown city, Pennsylvania",Allentown,Pennsylvania
67,4206088,7.25,"Bethlehem city, Pennsylvania",Bethlehem,Pennsylvania
27,4236816,7.25,"Indiana borough, Pennsylvania",Indiana borough,Pennsylvania
0,4833320,7.25,"Hereford city, Texas",Hereford,Texas
610,1901855,7.25,"Ames city, Iowa",Ames,Iowa
23,4238288,7.25,"Johnstown city, Pennsylvania",Johnstown,Pennsylvania
1,4809556,7.25,"Borger city, Texas",Borger,Texas
173,4202184,7.25,"Altoona city, Pennsylvania",Altoona,Pennsylvania
1572,203000,9.84,"Anchorage municipality, Alaska",Anchorage,Alaska
0,4821556,7.25,"Dumas city, Texas",Dumas,Texas
4,4854912,7.25,"Pampa city, Texas",Pampa,Texas
1464,4803000,7.25,"Amarillo city, Texas",Amarillo,Texas
2,1949755,7.25,"Marshalltown city, Iowa",Marshalltown,Iowa
28,1907480,7.25,"Boone city, Iowa",Boone,Iowa
6,2402275,8.75,"Arnold CDP, Maryland",Arnold,Maryland
6,2420875,8.75,"Crofton CDP, Maryland",Crofton,Maryland
5,2471200,8.75,"Severna Park CDP, Maryland",Severna Park,Maryland
5,2460475,8.75,"Pasadena CDP, Maryland",Pasadena,Maryland
1402,2432650,8.75,"Glen Burnie CDP, Maryland",Glen Burnie,Maryland
3,2458300,8.75,"Odenton CDP, Maryland",Odenton,Maryland
24,2401600,8.75,"Annapolis city, Maryland",Annapolis,Maryland
128,2408775,8.75,"Bowie city, Maryland",Bowie,Maryland
2077,2603000,9.25,"Ann Arbor city, Michigan",Ann Arbor,Michigan
75,5526275,7.25,"Fond du Lac city, Wisconsin",Fond du Lac,Wisconsin
87,2688140,9.25,"Wixom city, Michigan",Wixom,Michigan
117,2669420,9.25,"Romulus city, Michigan",Romulus,Michigan
456,2659440,9.25,"Novi city, Michigan",Novi,Michigan
161,2675100,9.25,"South Lyon city, Michigan",South Lyon,Michigan
1332,2689140,9.25,"Ypsilanti city, Michigan",Ypsilanti,Michigan
43,2684940,9.25,"Wayne city, Michigan",Wayne,Michigan
66,5555750,7.25,"Neenah city, Wisconsin",Neenah,Wisconsin
10,5584425,7.25,"Waupun city, Wisconsin",Waupun,Wisconsin
74,5560500,7.25,"Oshkosh city, Wisconsin",Oshkosh,Wisconsin
23,5550825,7.25,"Menasha city, Wisconsin",Menasha,Wisconsin
70,5544950,7.25,"Little Chute village, Wisconsin",Little Chute,Wisconsin
69,5538800,7.25,"Kaukauna city, Wisconsin",Kaukauna,Wisconsin
180,5502375,7.25,"Appleton city, Wisconsin",Appleton,Wisconsin
126,3730720,7.25,"Hendersonville city, North Carolina",Hendersonville,North Carolina
1,3918350,8.3,"Conneaut city, Ohio",Conneaut,Ohio
321,3702140,7.25,"Asheville city, North Carolina",Asheville,North Carolina
1,1331908,5.15,"Gainesville city, Georgia",Gainesville,Georgia
8,3902638,8.3,"Ashtabula city, Ohio",Ashtabula,Ohio
22,3959416,8.3,"Painesville city, Ohio",Painesville,Ohio
2,1347196,5.15,"Loganville city, Georgia",Loganville,Georgia
0,1341988,5.15,"Jefferson city, Georgia",Jefferson,Georgia
0,1352192,5.15,"Monroe city, Georgia",Monroe,Georgia
0,1383420,5.15,"Winder city, Georgia",Winder,Georgia
38,1355776,5.15,"Norcross city, Georgia",Norcross,Georgia
220,1303440,5.15,"Athens-Clarke County unified government (balance), Georgia",Athens-Clarke,Georgia
219,3902736,8.3,"Athens city, Ohio",Athens,Ohio
2,1369392,5.15,"Scottdale CDP, Georgia",Scottdale,Georgia
4,1316544,5.15,"Clarkston city, Georgia",Clarkston,Georgia
6,1313492,5.15,"Carrollton city, Georgia",Carrollton,Georgia
20,1349756,5.15,"Marietta city, Georgia",Marietta,Georgia
98,1319336,5.15,"Conyers city, Georgia",Conyers,Georgia
7,1301696,5.15,"Alpharetta city, Georgia",Alpharetta,Georgia
1,1312988,5.15,"Canton city, Georgia",Canton,Georgia
3,1321324,5.15,"Dallas city, Georgia",Dallas,Georgia
0,1346356,5.15,"Lilburn city, Georgia",Lilburn,Georgia
0,1363952,5.15,"Redan CDP, Georgia",Redan,Georgia
0,1362524,5.15,"Powder Springs city, Georgia",Powder Springs,Georgia
0,1348288,5.15,"Mableton CDP, Georgia",Mableton,Georgia
88,1330536,5.15,"Forest Park city, Georgia",Forest Park,Georgia
27,1377652,5.15,"Tucker city, Georgia",Tucker,Georgia
0,1359724,5.15,"Peachtree City city, Georgia",Peachtree,Georgia
438,1304000,5.15,"Atlanta city, Georgia",Atlanta,Georgia
1,1374936,5.15,"Suwanee city, Georgia",Suwanee,Georgia
7,1346832,5.15,"Lithia Springs CDP, Georgia",Lithia Springs,Georgia
1,1343192,5.15,"Kennesaw city, Georgia",Kennesaw,Georgia
206,1365464,5.15,"Riverdale city, Georgia",Riverdale,Georgia
11,1378324,5.15,"Union City city, Georgia",Union,Georgia
21,1373704,5.15,"Stockbridge city, Georgia",Stockbridge,Georgia
5,1328380,5.15,"Fairburn city, Georgia",Fairburn,Georgia
20,1335324,5.15,"Griffin city, Georgia",Griffin,Georgia
2,1371604,5.15,"Snellville city, Georgia",Snellville,Georgia
2,1367284,5.15,"Roswell city, Georgia",Roswell,Georgia
1,1379528,5.15,"Villa Rica city, Georgia",Villa Rica,Georgia
4,1324600,5.15,"Duluth city, Georgia",Duluth,Georgia
10,1345488,5.15,"Lawrenceville city, Georgia",Lawrenceville,Georgia
2,1311784,5.15,"Buford city, Georgia",Buford,Georgia
1,1300408,5.15,"Acworth city, Georgia",Acworth,Georgia
31,1371492,5.15,"Smyrna city, Georgia",Smyrna,Georgia
1,1320064,5.15,"Covington city, Georgia",Covington,Georgia
30,1328968,5.15,"Fayetteville city, Georgia",Fayetteville,Georgia
2,1355020,5.15,"Newnan city, Georgia",Newnan,Georgia
144,1322052,5.15,"Decatur city, Georgia",Decatur,Georgia
1,1384176,5.15,"Woodstock city, Georgia",Woodstock,Georgia
3,1323900,5.15,"Douglasville city, Georgia",Douglasville,Georgia
315,4500550,7.25,"Aiken city, South Carolina",Aiken,South Carolina
2,101132,7.25,"Alexander City city, Alabama",Alexander,Alabama
73,4829336,7.25,"Georgetown city, Texas",Georgetown,Texas
41,1328044,5.15,"Evans CDP, Georgia",Evans,Georgia
974,4550695,7.25,"North Augusta city, South Carolina",North Augusta,South Carolina
259,157048,7.25,"Opelika city, Alabama",Opelika,Alabama
35,1335716,5.15,"Grovetown city, Georgia",Grovetown,Georgia
427,1304204,5.15,"Augusta-Richmond County consolidated government (balance), Georgia",Augusta-Richmond,Georgia
3000,4863500,7.25,"Round Rock city, Texas",Round Rock,Texas
0,1344340,5.15,"LaGrange city, Georgia",LaGrange,Georgia
3000,4857176,7.25,"Pflugerville city, Texas",Pflugerville,Texas
2000,4842016,7.25,"Leander city, Texas",Leander,Texas
645,4813552,7.25,"Cedar Park city, Texas",Cedar Park,Texas
3000,4805000,7.25,"Austin city, Texas",Austin,Texas
1011,4835624,7.25,"Hutto city, Texas",Hutto,Texas
3,671106,11.0,"Shafter city, California",Shafter,California
1,618394,11.0,"Delano city, California",Delano,California
283,640088,11.0,"Lamont CDP, California",Lamont,California
56,662826,11.0,"Rosamond CDP, California",Rosamond,California
0,683542,11.0,"Wasco city, California",Wasco,California
32,602924,11.0,"Arvin city, California",Arvin,California
9,678092,11.0,"Tehachapi city, California",Tehachapi,California
9,609780,11.0,"California City city, California",California,California
18,660704,11.0,"Ridgecrest city, California",Ridgecrest,California
1039,603526,11.0,"Bakersfield city, California",Bakersfield,California
1,2471150,8.75,"Severn CDP, Maryland",Severn,Maryland
1263,2468400,8.75,"Rosedale CDP, Maryland",Rosedale,Maryland
29,2425150,8.75,"Edgewood CDP, Maryland",Edgewood,Maryland
97,2418250,8.75,"Cockeysville CDP, Maryland",Cockeysville,Maryland
167,2414125,8.75,"Catonsville CDP, Maryland",Catonsville,Maryland
12,2460975,8.75,"Perry Hall CDP, Maryland",Perry Hall,Maryland
364,2460275,8.75,"Parkville CDP, Maryland",Parkville,Maryland
428,2423975,8.75,"Dundalk CDP, Maryland",Dundalk,Maryland
475,2461400,8.75,"Pikesville CDP, Maryland",Pikesville,Maryland
2178,2452300,8.75,"Middle River CDP, Maryland",Middle River,Maryland
298,2464950,8.75,"Randallstown CDP, Maryland",Randallstown,Maryland
424,2478425,8.75,"Towson CDP, Maryland",Towson,Maryland
838,2425750,8.75,"Elkridge CDP, Maryland",Elkridge,Maryland
321,2459425,8.75,"Owings Mills CDP, Maryland",Owings Mills,Maryland
313,2465600,8.75,"Reisterstown CDP, Maryland",Reisterstown,Maryland
90,2400125,8.75,"Aberdeen city, Maryland",Aberdeen,Maryland
112,2419125,8.75,"Columbia CDP, Maryland",Columbia,Maryland
108,2426000,8.75,"Ellicott City CDP, Maryland",Ellicott,Maryland
3000,2404000,8.75,"Baltimore city, Maryland",Baltimore,Maryland
3000,2426600,8.75,"Essex CDP, Maryland",Essex,Maryland
2934,2220435,7.25,"Denham Springs city, Louisiana",Denham Springs,Louisiana
749,2605920,9.25,"Battle Creek city, Michigan",Battle Creek,Michigan
5,2262385,7.25,"Prairieville CDP, Louisiana",Prairieville,Louisiana
126,2203985,7.25,"Baker city, Louisiana",Baker,Louisiana
207,2229850,7.25,"Gonzales city, Louisiana",Gonzales,Louisiana
32,2232755,7.25,"Hammond city, Louisiana",Hammond,Louisiana
4,2283405,7.25,"Zachary city, Louisiana",Zachary,Louisiana
84,4807000,7.25,"Beaumont city, Texas",Beaumont,Texas
3000,2205000,7.25,"Baton Rouge city, Louisiana",Baton Rouge,Louisiana
7,4831328,7.25,"Groves city, Texas",Groves,Texas
18,4858940,7.25,"Port Neches city, Texas",Port Neches,Texas
136,4858820,7.25,"Port Arthur city, Texas",Port Arthur,Texas
19,4850580,7.25,"Nederland city, Texas",Nederland,Texas
38,2617020,9.25,"Coldwater city, Michigan",Coldwater,Michigan
6,4875476,7.25,"Vidor city, Texas",Vidor,Texas
0,4845120,7.25,"Lumberton city, Texas",Lumberton,Texas
230,5305280,11.5,"Bellingham city, Washington",Bellingham,Washington
2,2725118,9.65,"Grand Rapids city, Minnesota",Grand Rapids,Minnesota
23,4161200,9.5,"Redmond city, Oregon",Redmond,Oregon
204,2108902,7.25,"Bowling Green city, Kentucky",Bowling Green,Kentucky
0,174352,7.25,"Sylacauga city, Alabama",Sylacauga,Alabama
1,100820,7.25,"Alabaster city, Alabama",Alabaster,Alabama
15,5323620,11.5,"Ferndale city, Washington",Ferndale,Washington
30,2705068,9.65,"Bemidji city, Minnesota",Bemidji,Minnesota
50,4105800,9.5,"Bend city, Oregon",Bend,Oregon
0,2112160,7.25,"Campbellsville city, Kentucky",Campbellsville,Kentucky
2,4760280,7.25,"Portland city, Tennessee",Portland,Tennessee
18,2131114,7.25,"Glasgow city, Kentucky",Glasgow,Kentucky
73,158848,7.25,"Pelham city, Alabama",Pelham,Alabama
126,105980,7.25,"Bessemer city, Alabama",Bessemer,Alabama
3000,107000,7.25,"Birmingham city, Alabama",Birmingham,Alabama
3,176944,7.25,"Trussville city, Alabama",Trussville,Alabama
28,161008,7.25,"Pleasant Grove city, Alabama",Pleasant Grove,Alabama
0,151096,7.25,"Moody city, Alabama",Moody,Alabama
0,114104,7.25,"Chelsea city, Alabama",Chelsea,Alabama
15,125120,7.25,"Fairfield city, Alabama",Fairfield,Alabama
4,129056,7.25,"Gardendale city, Alabama",Gardendale,Alabama
0,158896,7.25,"Pell City city, Alabama",Pell,Alabama
50,141968,7.25,"Leeds city, Alabama",Leeds,Alabama
9,111416,7.25,"Calera city, Alabama",Calera,Alabama
177,134024,7.25,"Helena city, Alabama",Helena,Alabama
5,5669845,5.15,"Sheridan city, Wyoming",Sheridan,Wyoming
12,3819620,7.25,"Dickinson city, North Dakota",Dickinson,North Dakota
121,3624526,10.4,"Endwell CDP, New York",Endwell,New York
0,3664309,10.4,"Rye city, New York",Rye,New York
258,3006550,8.15,"Billings city, Montana",Billings,Montana
74,5116608,7.25,"Christiansburg town, Virginia",Christiansburg,Virginia
682,3638748,10.4,"Johnson City village, New York",Johnson,New York
20,3624515,10.4,"Endicott village, New York",Endicott,New York
745,3606607,10.4,"Binghamton city, New York",Binghamton,New York
814,3849900,7.25,"Mandan city, North Dakota",Mandan,North Dakota
814,3807200,7.25,"Bismarck city, North Dakota",Bismarck,North Dakota
18,5165392,7.25,"Radford city, Virginia",Radford,Virginia
1,5187410,7.25,"Woodlawn CDP (Fairfax County), Virginia",Woodlawn,Virginia
526,1805860,7.25,"Bloomington city, Indiana",Bloomington,Indiana
145,5107784,7.25,"Blacksburg town, Virginia",Blacksburg,Virginia
0,1868832,7.25,"Seymour city, Indiana",Seymour,Indiana
0,1880504,7.25,"Washington city, Indiana",Washington,Indiana
1,1847448,7.25,"Martinsville city, Indiana",Martinsville,Indiana
9,1804114,7.25,"Bedford city, Indiana",Bedford,Indiana
67,1814734,7.25,"Columbus city, Indiana",Columbus,Indiana
43,1656260,7.25,"Nampa city, Idaho",Nampa,Idaho
397,1706613,8.25,"Bloomington city, Illinois",Bloomington,Illinois
5,1654730,7.25,"Mountain Home city, Idaho",Mountain Home,Idaho
438,1608830,7.25,"Boise City city, Idaho",Boise,Idaho
98,1652120,7.25,"Meridian city, Idaho",Meridian,Idaho
1,1761015,8.25,"Pontiac city, Illinois",Pontiac,Illinois
14,1644290,7.25,"Kuna city, Idaho",Kuna,Idaho
56,1623410,7.25,"Eagle city, Idaho",Eagle,Idaho
8,4154900,9.5,"Ontario city, Oregon",Ontario,Oregon
12,1612250,7.25,"Caldwell city, Idaho",Caldwell,Idaho
34,3707080,7.25,"Boone town, North Carolina",Boone,North Carolina
529,845970,10.2,"Longmont city, Colorado",Longmont,Colorado
34,3008950,8.15,"Bozeman city, Montana",Bozeman,Montana
2211,830835,10.2,"Golden city, Colorado",Golden,Colorado
24,2707300,9.65,"Brainerd city, Minnesota",Brainerd,Minnesota
133,4810768,7.25,"Brownsville city, Texas",Brownsville,Texas
1040,807850,10.2,"Boulder city, Colorado",Boulder,Colorado
4,828360,10.2,"Frederick town, Colorado",Frederick,Colorado
3000,809280,10.2,"Broomfield city, Colorado",Broomfield,Colorado
4,826600,10.2,"Firestone town, Colorado",Firestone,Colorado
66,841835,10.2,"Lafayette city, Colorado",Lafayette,Colorado
32,824950,10.2,"Erie town, Colorado",Erie,Colorado
155,4832372,7.25,"Harlingen city, Texas",Harlingen,Texas
142,4865036,7.25,"San Benito city, Texas",San Benito,Texas
237,846355,10.2,"Louisville city, Colorado",Louisville,Colorado
40,1311560,5.15,"Brunswick city, Georgia",Brunswick,Georgia
1344,3651055,10.4,"Niagara Falls city, New York",Niagara Falls,New York
1,1368040,5.15,"St. Simons CDP, Georgia",St. Simons,Georgia
1,1380956,5.15,"Waycross city, Georgia",Waycross,Georgia
42,1343640,5.15,"Kingsland city, Georgia",Kingsland,Georgia
46,2911242,7.7,"Cape Girardeau city, Missouri",Cape Girardeau,Missouri
48,3641135,10.4,"Lancaster village, New York",Lancaster,New York
0,2566035,11.0,"South Yarmouth CDP, Massachusetts",South Yarmouth,Massachusetts
1,2500135,11.0,"Abington CDP, Massachusetts",Abington,Massachusetts
2218,3611000,10.4,"Buffalo city, New York",Buffalo,New York
54,3620313,10.4,"Depew village, New York",Depew,New York
293,3653682,10.4,"North Tonawanda city, New York",North Tonawanda,New York
404,3674183,10.4,"Tonawanda CDP, New York",Tonawanda,New York
4,1712164,8.25,"Centralia city, Illinois",Centralia,Illinois
11,1751180,8.25,"Mount Vernon city, Illinois",Mount Vernon,Illinois
16,1746916,8.25,"Marion city, Illinois",Marion,Illinois
562,1711163,8.25,"Carbondale city, Illinois",Carbondale,Illinois
15,1734358,8.25,"Herrin city, Illinois",Herrin,Illinois
535,1912000,7.25,"Cedar Rapids city, Iowa",Cedar Rapids,Iowa
24,2260530,7.25,"Pineville city, Louisiana",Pineville,Louisiana
142,2656020,9.25,"Mount Pleasant city, Michigan",Mount Pleasant,Michigan
1,2253545,7.25,"Natchitoches city, Louisiana",Natchitoches,Louisiana
212,1949485,7.25,"Marion city, Iowa",Marion,Iowa
9,2200975,7.25,"Alexandria city, Louisiana",Alexandria,Louisiana
317,1762783,8.25,"Rantoul village, Illinois",Rantoul,Illinois
57,1238950,8.25,"Lake Wales city, Florida",Lake Wales,Florida
8,2965000,7.7,"St. Louis city, Missouri",St. Louis,Missouri
20,2608300,9.25,"Big Rapids city, Michigan",Big Rapids,Michigan
12,1264875,8.25,"Sebring city, Florida",Sebring,Florida
1,1718563,8.25,"Danville city, Illinois",Danville,Illinois
0,1248850,8.25,"Nocatee CDP, Florida",Nocatee,Florida
1406,1712385,8.25,"Champaign city, Illinois",Champaign,Illinois
11,1202750,8.25,"Avon Park city, Florida",Avon Park,Florida
1180,1777005,8.25,"Urbana city, Illinois",Urbana,Illinois
0,4281824,7.25,"Waynesboro borough, Pennsylvania",Waynesboro borough,Pennsylvania
750,4570270,7.25,"Summerville town, South Carolina",Summerville,South Carolina
11,4212536,7.25,"Chambersburg borough, Pennsylvania",Chambersburg borough,Pennsylvania
222,4539220,7.25,"Ladson CDP, South Carolina",Ladson,South Carolina
875,4513330,7.25,"Charleston city, South Carolina",Charleston,South Carolina
146,4529815,7.25,"Goose Creek city, South Carolina",Goose Creek,South Carolina
6,4548535,7.25,"Mount Pleasant town, South Carolina",Mount Pleasant,South Carolina
819,4550875,7.25,"North Charleston city, South Carolina",North Charleston,South Carolina
166,5414600,8.75,"Charleston city, West Virginia",Charleston,West Virginia
1697,3725580,7.25,"Gastonia city, North Carolina",Gastonia,North Carolina
8,5471212,8.75,"St. Albans city, West Virginia",St. Albans,West Virginia
662,4526890,7.25,"Fort Mill town, South Carolina",Fort Mill,South Carolina
248,4561405,7.25,"Rock Hill city, South Carolina",Rock Hill,South Carolina
3000,3741960,7.25,"Matthews town, North Carolina",Matthews,North Carolina
112,3744960,7.25,"Mount Holly city, North Carolina",Mount Holly,North Carolina
11,3743920,7.25,"Monroe city, North Carolina",Monroe,North Carolina
25,3714700,7.25,"Cornelius town, North Carolina",Cornelius,North Carolina
156,3704840,7.25,"Belmont city, North Carolina",Belmont,North Carolina
4,3735880,7.25,"Kings Mountain city, North Carolina",Kings Mountain,North Carolina
392,3729800,7.25,"Harrisburg town, North Carolina",Harrisburg,North Carolina
135,3716400,7.25,"Davidson town, North Carolina",Davidson,North Carolina
161,3744220,7.25,"Mooresville town, North Carolina",Mooresville,North Carolina
3000,3712000,7.25,"Charlotte city, North Carolina",Charlotte,North Carolina
139,3733560,7.25,"Indian Trail town, North Carolina",Indian Trail,North Carolina
0,3771460,7.25,"Waxhaw town, North Carolina",Waxhaw,North Carolina
117,3735200,7.25,"Kannapolis city, North Carolina",Kannapolis,North Carolina
86,3714100,7.25,"Concord city, North Carolina",Concord,North Carolina
504,3733120,7.25,"Huntersville town, North Carolina",Huntersville,North Carolina
1,3700680,7.25,"Albemarle city, North Carolina",Albemarle,North Carolina
148,5114968,7.25,"Charlottesville city, Virginia",Charlottesville,Virginia
991,4769560,7.25,"Soddy-Daisy city, Tennessee",Soddy-Daisy,Tennessee
54,3621105,10.4,"Dunkirk city, New York",Dunkirk,New York
31,1717458,8.25,"Crest Hill city, Illinois",Crest Hill,Illinois
5,5183680,7.25,"Waynesboro city, Virginia",Waynesboro,Virginia
56,4715400,7.25,"Cleveland city, Tennessee",Cleveland,Tennessee
11,4702320,7.25,"Athens city, Tennessee",Athens,Tennessee
6,1747774,8.25,"Maywood village, Illinois",Maywood,Illinois
43,4716300,7.25,"Collegedale city, Tennessee",Collegedale,Tennessee
3000,4714000,7.25,"Chattanooga city, Tennessee",Chattanooga,Tennessee
7,4745500,7.25,"Manchester city, Tennessee",Manchester,Tennessee
13,1705573,8.25,"Berwyn city, Illinois",Berwyn,Illinois
28,3638264,10.4,"Jamestown city, New York",Jamestown,New York
1,1704975,8.25,"Bellwood village, Illinois",Bellwood,Illinois
31,1726935,8.25,"Forest Park village, Illinois",Forest Park,Illinois
12,1764304,8.25,"River Forest village, Illinois",River Forest,Illinois
62,3627419,10.4,"Fredonia village, New York",Fredonia,New York
