count,geoid,place,region,state
11,1705573,"Berwyn city, Illinois",Berwyn,Illinois
2,1738830,"Justice village, Illinois",Justice,Illinois
3,1747774,"Maywood village, Illinois",Maywood,Illinois
4,1768081,"Schiller Park village, Illinois",Schiller Park,Illinois
7,1765338,"Rolling Meadows city, Illinois",Rolling Meadows,Illinois
0,1780047,"Westchester village, Illinois",Westchester,Illinois
5,1748892,"Midlothian village, Illinois",Midlothian,Illinois
1,1733695,"Hazel Crest village, Illinois",Hazel Crest,Illinois
2,1709642,"Burbank city, Illinois",Burbank,Illinois
15,1714065,"Chicago Ridge village, Illinois",Chicago Ridge,Illinois
0,1708576,"Brookfield village, Illinois",Brookfield,Illinois
0,1747007,"Markham city, Illinois",Markham,Illinois
0,1745434,"Lyons village, Illinois",Lyons,Illinois
5,1734514,"Hickory Hills city, Illinois",Hickory Hills,Illinois
9,1723724,"Elmwood Park village, Illinois",Elmwood Park,Illinois
5,1724634,"Evergreen Park village, Illinois",Evergreen Park,Illinois
11,1764343,"River Grove village, Illinois",River Grove,Illinois
3,1770850,"South Holland village, Illinois",South Holland,Illinois
7,1757394,"Palos Hills city, Illinois",Palos Hills,Illinois
37,1738570,"Joliet city, Illinois",Joliet,Illinois
4,1706704,"Blue Island city, Illinois",Blue Island,Illinois
10,1754820,"Oak Lawn village, Illinois",Oak Lawn,Illinois
1420,1714000,"Chicago city, Illinois",Chicago,Illinois
4,1753000,"Niles village, Illinois",Niles,Illinois
1,1735879,"Homewood village, Illinois",Homewood,Illinois
4,1782075,"Wilmette village, Illinois",Wilmette,Illinois
1,1765806,"Roselle village, Illinois",Roselle,Illinois
5,1708225,"Bridgeview village, Illinois",Bridgeview,Illinois
13,1783518,"Worth village, Illinois",Worth,Illinois
9,1851912,"Munster town, Indiana",Munster,Indiana
16,1723620,"Elmhurst city, Illinois",Elmhurst,Illinois
6,1757732,"Park Forest village, Illinois",Park Forest,Illinois
0,1734722,"Highland Park city, Illinois",Highland Park,Illinois
0,1782530,"Winnetka village, Illinois",Winnetka,Illinois
21,1706587,"Bloomingdale village, Illinois",Bloomingdale,Illinois
22,1710487,"Calumet City city, Illinois",Calumet,Illinois
2,1753442,"North Aurora village, Illinois",North Aurora,Illinois
13,1714351,"Cicero town, Illinois",Cicero,Illinois
5,1701010,"Alsip village, Illinois",Alsip,Illinois
3,1729938,"Glenview village, Illinois",Glenview,Illinois
9,1764278,"Riverdale village, Illinois",Riverdale,Illinois
14,1762016,"Prospect Heights city, Illinois",Prospect Heights,Illinois
25,1729730,"Glendale Heights village, Illinois",Glendale Heights,Illinois
11,1751089,"Mount Prospect village, Illinois",Mount Prospect,Illinois
3,1780645,"Westmont village, Illinois",Westmont,Illinois
11,1781087,"Wheeling village, Illinois",Wheeling,Illinois
3,1733383,"Harvey city, Illinois",Harvey,Illinois
13,1841535,"Lake Station city, Indiana",Lake Station,Indiana
8,1757381,"Palos Heights city, Illinois",Palos Heights,Illinois
24,1757875,"Park Ridge city, Illinois",Park Ridge,Illinois
5,1763706,"Richton Park village, Illinois",Richton Park,Illinois
9,1729756,"Glen Ellyn village, Illinois",Glen Ellyn,Illinois
0,1780242,"Western Springs village, Illinois",Western Springs,Illinois
56,1754885,"Oak Park village, Illinois",Oak Park,Illinois
11,1720292,"Dolton village, Illinois",Dolton,Illinois
14,1742028,"Lansing village, Illinois",Lansing,Illinois
0,1704078,"Batavia city, Illinois",Batavia,Illinois
9,1781048,"Wheaton city, Illinois",Wheaton,Illinois
21,1777993,"Villa Park village, Illinois",Villa Park,Illinois
2,1709447,"Buffalo Grove village, Illinois",Buffalo Grove,Illinois
25,1750218,"Montgomery village, Illinois",Montgomery,Illinois
1,1735307,"Hinsdale village, Illinois",Hinsdale,Illinois
52,1770122,"Skokie village, Illinois",Skokie,Illinois
6,1700243,"Addison village, Illinois",Addison,Illinois
0,1743939,"Lisle village, Illinois",Lisle,Illinois
9,1744407,"Lombard village, Illinois",Lombard,Illinois
3,1716691,"Country Club Hills city, Illinois",Country Club Hills,Illinois
7,1830042,"Griffith town, Indiana",Griffith,Indiana
4,1868220,"Schererville town, Indiana",Schererville,Indiana
0,1718992,"Deerfield village, Illinois",Deerfield,Illinois
6,1754638,"Oak Forest city, Illinois",Oak Forest,Illinois
6,1711332,"Carol Stream village, Illinois",Carol Stream,Illinois
10,1723256,"Elk Grove Village village, Illinois",Elk Grove Village,Illinois
5,1769758,"Shorewood village, Illinois",Shorewood,Illinois
11,1782985,"Wood Dale city, Illinois",Wood Dale,Illinois
56,1724582,"Evanston city, Illinois",Evanston,Illinois
1,1732746,"Hanover Park village, Illinois",Hanover Park,Illinois
1,1747540,"Matteson village, Illinois",Matteson,Illinois
0,1753481,"Northbrook village, Illinois",Northbrook,Illinois
8,1819270,"Dyer town, Indiana",Dyer,Indiana
1,1778929,"Warrenville city, Illinois",Warrenville,Illinois
1,1749854,"Mokena village, Illinois",Mokena,Illinois
1,1728872,"Geneva city, Illinois",Geneva,Illinois
5,1770720,"South Elgin village, Illinois",South Elgin,Illinois
25,1848528,"Merrillville town, Indiana",Merrillville,Indiana
2,1783245,"Woodridge village, Illinois",Woodridge,Illinois
0,1752584,"New Lenox village, Illinois",New Lenox,Illinois
7,1720591,"Downers Grove village, Illinois",Downers Grove,Illinois
2,1711358,"Carpentersville village, Illinois",Carpentersville,Illinois
13,1714026,"Chicago Heights city, Illinois",Chicago Heights,Illinois
3,1773157,"Streamwood village, Illinois",Streamwood,Illinois
24,1819486,"East Chicago city, Indiana",East Chicago,Indiana
1,1780060,"West Chicago city, Illinois",West Chicago,Illinois
2,1704013,"Bartlett village, Illinois",Bartlett,Illinois
2,1707744,"Bradley village, Illinois",Bradley,Illinois
1,1742795,"Lemont village, Illinois",Lemont,Illinois
4,1866852,"St. John town, Indiana",St. John,Indiana
1,1765442,"Romeoville village, Illinois",Romeoville,Illinois
4,1775484,"Tinley Park village, Illinois",Tinley Park,Illinois
0,1735835,"Homer Glen village, Illinois",Homer Glen,Illinois
23,1702154,"Arlington Heights village, Illinois",Arlington Heights,Illinois
2,1738934,"Kankakee city, Illinois",Kankakee,Illinois
0,1703844,"Barrington village, Illinois",Barrington,Illinois
54,1831000,"Hammond city, Indiana",Hammond,Indiana
56,1834114,"Hobart city, Indiana",Hobart,Indiana
0,1712476,"Channahon village, Illinois",Channahon,Illinois
44,1719642,"Des Plaines city, Illinois",Des Plaines,Illinois
24,1757225,"Palatine village, Illinois",Palatine,Illinois
2,1756640,"Orland Park village, Illinois",Orland Park,Illinois
2,1707133,"Bolingbrook village, Illinois",Bolingbrook,Illinois
75,1861092,"Portage city, Indiana",Portage,Indiana
1,1811062,"Cedar Lake town, Indiana",Cedar Lake,Indiana
4,1812412,"Chesterton town, Indiana",Chesterton,Indiana
31,1756887,"Oswego village, Illinois",Oswego,Illinois
7,1751622,"Naperville city, Illinois",Naperville,Illinois
3,1766703,"St. Charles city, Illinois",St. Charles,Illinois
3,1707471,"Bourbonnais village, Illinois",Bourbonnais,Illinois
20,1735411,"Hoffman Estates village, Illinois",Hoffman Estates,Illinois
2,655520,"Paradise town, California",Paradise,California
35,1768003,"Schaumburg village, Illinois",Schaumburg,Illinois
103,1816138,"Crown Point city, Indiana",Crown Point,Indiana
7,1723074,"Elgin city, Illinois",Elgin,Illinois
2,645120,"Magalia CDP, California",Magalia,California
11,654386,"Oroville city, California",Oroville,California
36,1703012,"Aurora city, Illinois",Aurora,Illinois
33,1878326,"Valparaiso city, Indiana",Valparaiso,Indiana
42,1760287,"Plainfield village, Illinois",Plainfield,Illinois
169,1827000,"Gary city, Indiana",Gary,Indiana
66,1705248,"Bensenville village, Illinois",Bensenville,Illinois
182,613014,"Chico city, California",Chico,California
523,1748242,"Melrose Park village, Illinois",Melrose Park,Illinois
12,3914184,"Chillicothe city, Ohio",Chillicothe,Ohio
18,2128594,"Fort Thomas city, Kentucky",Fort Thomas,Kentucky
1,3915070,"Circleville city, Ohio",Circleville,Ohio
0,3981718,"Washington Court House city, Ohio",Washington Court House,Ohio
0,2139142,"Independence city, Kentucky",Independence,Kentucky
13,3945108,"Loveland city, Ohio",Loveland,Ohio
106,3948188,"Mason city, Ohio",Mason,Ohio
7,2111170,"Burlington CDP, Kentucky",Burlington,Kentucky
3000,3915000,"Cincinnati city, Ohio",Cincinnati,Ohio
27,3959234,"Oxford city, Ohio",Oxford,Ohio
43,2137918,"Hopkinsville city, Kentucky",Hopkinsville,Kentucky
959,3925970,"Fairfield city, Ohio",Fairfield,Ohio
441,2127982,"Florence city, Kentucky",Florence,Kentucky
437,4715160,"Clarksville city, Tennessee",Clarksville,Tennessee
601,2155884,"Newport city, Kentucky",Newport,Kentucky
1,4720620,"Dickson city, Tennessee",Dickson,Tennessee
434,2125300,"Erlanger city, Kentucky",Erlanger,Kentucky
2,4756720,"Paris city, Tennessee",Paris,Tennessee
1659,2117848,"Covington city, Kentucky",Covington,Kentucky
1858,3916000,"Cleveland city, Ohio",Cleveland,Ohio
64,3968056,"Rocky River city, Ohio",Rocky River,Ohio
0,3903464,"Avon Lake city, Ohio",Avon Lake,Ohio
3,3903352,"Avon city, Ohio",Avon,Ohio
26,3956882,"North Olmsted city, Ohio",North Olmsted,Ohio
19,3904416,"Bay Village city, Ohio",Bay Village,Ohio
42,3983622,"Westlake city, Ohio",Westlake,Ohio
21,3905690,"Berea city, Ohio",Berea,Ohio
230,3904500,"Beachwood city, Ohio",Beachwood,Ohio
511,3985036,"Wickliffe city, Ohio",Wickliffe,Ohio
120,3941664,"Lakewood city, Ohio",Lakewood,Ohio
100,3957008,"North Royalton city, Ohio",North Royalton,Ohio
35,3923618,"Eastlake city, Ohio",Eastlake,Ohio
93,3909064,"Broadview Heights city, Ohio",Broadview Heights,Ohio
93,3908364,"Brecksville city, Ohio",Brecksville,Ohio
9,3956966,"North Ridgeville city, Ohio",North Ridgeville,Ohio
1537,3933012,"Hamilton city, Ohio",Hamilton,Ohio
912,3925704,"Euclid city, Ohio",Euclid,Ohio
378,3972928,"Solon city, Ohio",Solon,Ohio
32,3975098,"Strongsville city, Ohio",Strongsville,Ohio
539,3947306,"Maple Heights city, Ohio",Maple Heights,Ohio
33,3516420,"Clovis city, New Mexico",Clovis,New Mexico
0,3465790,"Sayreville borough, New Jersey",Sayreville borough,New Jersey
9,3431470,"Highland Park borough, New Jersey",Highland Park borough,New Jersey
0,3444430,"Martinsville CDP, New Jersey",Martinsville,New Jersey
189,3944856,"Lorain city, Ohio",Lorain,Ohio
0,3445690,"Metuchen borough, New Jersey",Metuchen borough,New Jersey
59,3474000,"Trenton city, New Jersey",Trenton,New Jersey
44,3949056,"Mentor city, Ohio",Mentor,Ohio
74,3925256,"Elyria city, Ohio",Elyria,Ohio
11,3451210,"New Brunswick city, New Jersey",New Brunswick,New Jersey
0,3469420,"South River borough, New Jersey",South River borough,New Jersey
0,3443620,"Manville borough, New Jersey",Manville borough,New Jersey
0,3469390,"South Plainfield borough, New Jersey",South Plainfield borough,New Jersey
0,3406790,"Bound Brook borough, New Jersey",Bound Brook borough,New Jersey
0,3445900,"Middlesex borough, New Jersey",Middlesex borough,New Jersey
1,4810156,"Brenham city, Texas",Brenham,Texas
240,4535890,"Irmo town, South Carolina",Irmo,South Carolina
10,4553080,"Orangeburg city, South Carolina",Orangeburg,South Carolina
1,2167944,"St. Matthews city, Kentucky",St. Matthews,Kentucky
28,4242928,"Levittown CDP, Pennsylvania",Levittown,Pennsylvania
6,3408455,"Browns Mills CDP, New Jersey",Browns Mills,New Jersey
0,3454690,"Old Bridge CDP, New Jersey",Old Bridge,New Jersey
3,3468460,"Somerville borough, New Jersey",Somerville borough,New Jersey
2412,4516000,"Columbia city, South Carolina",Columbia,South Carolina
424,4512655,"Cayce city, South Carolina",Cayce,South Carolina
1676,4575850,"West Columbia city, South Carolina",West Columbia,South Carolina
5,3468370,"Somerset CDP, New Jersey",Somerset,New Jersey
3,3425020,"Franklin Park CDP, New Jersey",Franklin Park,New Jersey
0,4549570,"Newberry city, South Carolina",Newberry,South Carolina
373,4835528,"Huntsville city, Texas",Huntsville,Texas
2410,4815976,"College Station city, Texas",College Station,Texas
0,2946316,"Marshall city, Missouri",Marshall,Missouri
153,4541335,"Lexington town, South Carolina",Lexington,South Carolina
989,3932592,"Grove City city, Ohio",Grove,Ohio
904,3966390,"Reynoldsburg city, Ohio",Reynoldsburg,Ohio
12,2926182,"Fulton city, Missouri",Fulton,Missouri
88,2937000,"Jefferson City city, Missouri",Jefferson,Missouri
0,2947648,"Mexico city, Missouri",Mexico,Missouri
187,3935476,"Hilliard city, Ohio",Hilliard,Ohio
37,2949034,"Moberly city, Missouri",Moberly,Missouri
827,3962498,"Pickerington city, Ohio",Pickerington,Ohio
3000,3918000,"Columbus city, Ohio",Columbus,Ohio
968,2915670,"Columbia city, Missouri",Columbia,Missouri
1381,3983342,"Westerville city, Ohio",Westerville,Ohio
409,3964486,"Powell city, Ohio",Powell,Ohio
15,3961112,"Pataskala city, Ohio",Pataskala,Ohio
824,3922694,"Dublin city, Ohio",Dublin,Ohio
13,2720906,"Fergus Falls city, Minnesota",Fergus Falls,Minnesota
11,3921434,"Delaware city, Ohio",Delaware,Ohio
1,124568,"Eufaula city, Alabama",Eufaula,Alabama
377,3953970,"New Albany city, Ohio",New Albany,Ohio
3,1321017,"Cusseta-Chattahoochee County unified government, Georgia",Cusseta-Chattahoochee,Georgia
57,224230,"Fairbanks city, Alaska",Fairbanks,Alaska
1,1332482,"Georgetown CDP, Georgia",Georgetown,Georgia
311,523290,"Fayetteville city, Arkansas",Fayetteville,Arkansas
199,505320,"Bentonville city, Arkansas",Bentonville,Arkansas
2,530460,"Harrison city, Arkansas",Harrison,Arkansas
0,3528460,"Gallup city, New Mexico",Gallup,New Mexico
0,3944674,"London city, Ohio",London,Ohio
966,3884780,"West Fargo city, North Dakota",West Fargo,North Dakota
1097,3825700,"Fargo city, North Dakota",Fargo,North Dakota
21,822035,"Durango city, Colorado",Durango,Colorado
26,3525800,"Farmington city, New Mexico",Farmington,New Mexico
3,560410,"Rogers city, Arkansas",Rogers,Arkansas
164,504840,"Bella Vista city, Arkansas",Bella Vista,Arkansas
187,512820,"Centerton city, Arkansas",Centerton,Arkansas
755,1319000,"Columbus city, Georgia",Columbus,Georgia
1094,2743864,"Moorhead city, Minnesota",Moorhead,Minnesota
26,3948160,"Marysville city, Ohio",Marysville,Ohio
21,564370,"Siloam Springs city, Arkansas",Siloam Springs,Arkansas
117,3941720,"Lancaster city, Ohio",Lancaster,Ohio
754,159472,"Phenix City city, Alabama",Phenix,Alabama
113,2826860,"Gautier city, Mississippi",Gautier,Mississippi
2,3737220,"Laurinburg city, North Carolina",Laurinburg,North Carolina
69,3764180,"Spring Lake town, North Carolina",Spring Lake,North Carolina
176,3751940,"Pinehurst village, North Carolina",Pinehurst,North Carolina
75,2857160,"Picayune city, Mississippi",Picayune,Mississippi
12,3628640,"Geneva city, New York",Geneva,New York
72,3732640,"Hope Mills town, North Carolina",Hope Mills,North Carolina
10,603302,"Avenal city, California",Avenal,California
4,3739700,"Lumberton city, North Carolina",Lumberton,North Carolina
35,614274,"Coalinga city, California",Coalinga,California
656,2853520,"Ocean Springs city, Mississippi",Ocean Springs,Mississippi
6,670882,"Selma city, California",Selma,California
4,638562,"Kingsburg city, California",Kingsburg,California
102,641152,"Lemoore city, California",Lemoore,California
139,2803980,"Bay St. Louis city, Mississippi",Bay St. Louis,Mississippi
813,2829700,"Gulfport city, Mississippi",Gulfport,Mississippi
249,2855360,"Pascagoula city, Mississippi",Pascagoula,Mississippi
9,4072100,"Tahlequah city, Oklahoma",Tahlequah,Oklahoma
407,2841680,"Long Beach city, Mississippi",Long Beach,Mississippi
10,4234144,"Hershey CDP, Pennsylvania",Hershey,Pennsylvania
499,4232800,"Harrisburg city, Pennsylvania",Harrisburg,Pennsylvania
14,616224,"Corcoran city, California",Corcoran,California
37,5175216,"Staunton city, Virginia",Staunton,Virginia
120,5135624,"Harrisonburg city, Virginia",Harrisonburg,Virginia
33,985810,"Willimantic CDP, Connecticut",Willimantic,Connecticut
3,2536335,"Longmeadow CDP, Massachusetts",Longmeadow,Massachusetts
10,947290,"Middletown city, Connecticut",Middletown,Connecticut
15,2500840,"Agawam Town city, Massachusetts",Agawam Town,Massachusetts
34,984970,"Wethersfield CDP, Connecticut",Wethersfield,Connecticut
13,952210,"Newington CDP, Connecticut",Newington,Connecticut
25,987140,"Windsor Locks CDP, Connecticut",Windsor Locks,Connecticut
482,937000,"Hartford city, Connecticut",Hartford,Connecticut
0,603386,"Azusa city, California",Azusa,California
3,684200,"West Covina city, California",West Covina,California
2,639444,"Lake Arrowhead CDP, California",Lake Arrowhead,California
4,660466,"Rialto city, California",Rialto,California
23,646884,"Mentone CDP, California",Mentone,California
2,613756,"Claremont city, California",Claremont,California
2,686832,"Yorba Linda city, California",Yorba Linda,California
9,653896,"Ontario city, California",Ontario,California
39,950370,"New Britain city, Connecticut",New Britain,Connecticut
390,922700,"East Hartford CDP, Connecticut",East Hartford,Connecticut
96,944690,"Manchester CDP, Connecticut",Manchester,Connecticut
172,908420,"Bristol city, Connecticut",Bristol,Connecticut
6,624680,"Fontana city, California",Fontana,California
6,2771734,"Worthington city, Minnesota",Worthington,Minnesota
1,5363210,"Sedro-Woolley city, Washington",Sedro-Woolley,Washington
1,5309365,"Camano CDP, Washington",Camano,Washington
25,5347560,"Mount Vernon city, Washington",Mount Vernon,Washington
42,5322640,"Everett city, Washington",Everett,Washington
2,5343955,"Marysville city, Washington",Marysville,Washington
59,3146030,"South Sioux City city, Nebraska",South Sioux,Nebraska
0,5301990,"Anacortes city, Washington",Anacortes,Washington
2,5337900,"Lake Stevens city, Washington",Lake Stevens,Washington
24,4666700,"Vermillion city, South Dakota",Vermillion,South Dakota
6,5350360,"Oak Harbor city, Washington",Oak Harbor,Washington
5,4673060,"Yankton city, South Dakota",Yankton,South Dakota
3,3134615,"Norfolk city, Nebraska",Norfolk,Nebraska
170,603064,"Atascadero city, California",Atascadero,California
174,668154,"San Luis Obispo city, California",San Luis Obispo,California
1,631393,"Grover Beach city, California",Grover Beach,California
0,649362,"Morro Bay city, California",Morro Bay,California
0,644182,"Los Osos CDP, California",Los Osos,California
83,4643100,"Mitchell city, South Dakota",Mitchell,South Dakota
1672,4659020,"Sioux Falls city, South Dakota",Sioux Falls,South Dakota
231,1849932,"Mishawaka city, Indiana",Mishawaka,Indiana
15,2446725,"Lexington Park CDP, Maryland",Lexington Park,Maryland
