	GeoID	Place Name	Indeed job count	Craigslist affordable house count	Population	Unemployment rate	Employment to population ratio	Number of people below the poverty level	Number of people with a bachelors degree or higher	Public transportation proportion	Simpsons diversity score	Affordable housing in market	Proportion of public transit to work under 30 minutes	SNAP-authorized Stores per 1000 people (2016)	Farmers Markets per 1000 people (2016)	Farmer Markets with SNAP per 1000 people (2016)	Farmer Markets with WIC per 1000 people (2016)	Farmer Markets with WIC Cash per 1000 people (2016)	Farmer Markets with SFMNP per 1000 people (2016)	Employment to population ratio percentage	Indeed job count normalized	Craigslist affordable house count normalized	Number of people below the poverty level normalized	Number of people with a bachelors degree or higher normalized	Population min_max_normalized	Unemployment rate min_max_normalized	Public transportation proportion min_max_normalized	Simpsons diversity score min_max_normalized	Affordable housing in market min_max_normalized	Proportion of public transit to work under 30 minutes min_max_normalized	SNAP-authorized Stores per 1000 people (2016) min_max_normalized	Farmers Markets per 1000 people (2016) min_max_normalized	Farmer Markets with SNAP per 1000 people (2016) min_max_normalized	Farmer Markets with WIC per 1000 people (2016) min_max_normalized	Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized	Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized	Employment to population ratio percentage min_max_normalized	Indeed job count normalized min_max_normalized	Craigslist affordable house count normalized min_max_normalized	Number of people below the poverty level normalized min_max_normalized	Number of people with a bachelors degree or higher normalized min_max_normalized
4117	949880	Naugatuck borough, Connecticut	166.0	4.0	31649	8.7	61.8	1932	5269	0.011297858985982286	0.26378716723915696	189	0.3516483516483516	0.7829777059999999	0.031642566000000004	0.012657026400000002	0.014766530801054754	0.006328513200000001	0.014766530801054754	0.618	0.005245031438592057	0.0001263862997251098	0.06104458276722803	0.16648235331290087	0.0029982218990492245	0.29591836734693877	0.016042834065390754	0.34751028552772584	0.004677986238305034	0.35164835164835156	0.10357144002937343	0.025250767669616054	0.028047970496566026	0.01178369157999585	0.014023985248283013	0.01178369157999585	0.6917098445595855	0.031360602016358985	0.00043688341106900934	0.16432277570805648	0.2813414807056897
4118	950370	New Britain city, Connecticut	174.0	39.0	73069	8.7	56.5	8289	7346	0.03604049197085106	0.4295288362478338	1703	0.608	0.641148939	0.021371631	0.0	0.0	0.0	0.0	0.565	0.00238131081580424	0.0005337420794043986	0.11344072041495025	0.10053511064883877	0.007840361371838201	0.29591836734693877	0.0511770976289222	0.5663790487126483	0.042151378644621554	0.6079999999999999	0.07941971316537931	0.017054561539091493	0.0	0.0	0.0	0.0	0.6230569948186527	0.014039314026462605	0.0018450026687103968	0.3053652463804476	0.1681527734396644
4119	950370	New Britain city, Connecticut	174.0	39.0	73069	8.7	56.5	8289	7346	0.03604049197085106	0.4295288362478338	1703	0.608	0.641148939	0.021371631	0.0	0.0	0.0	0.0	0.565	0.00238131081580424	0.0005337420794043986	0.11344072041495025	0.10053511064883877	0.007840361371838201	0.29591836734693877	0.0511770976289222	0.5663790487126483	0.042151378644621554	0.6079999999999999	0.07941971316537931	0.017054561539091493	0.0	0.0	0.0	0.0	0.6230569948186527	0.014039314026462605	0.0018450026687103968	0.3053652463804476	0.1681527734396644
4121	952000	New Haven city, Connecticut	117.0	175.0	130884	10.4	57.0	18721	23873	0.15605485096246702	0.6545725605258002	2426	0.5335335335335335	0.899078445	0.0					0.57	0.0008939213349225268	0.0013370618257388222	0.14303505394089422	0.18239815409064516	0.014599132342849661	0.35374149659863946	0.2215961521732936	0.8635586408444776	0.06004653234988367	0.5335335335335334	0.12334199431358205	0.0					0.6295336787564766	0.00504280041878603	0.004621862753395255	0.38502871215850903	0.3086586033382967
4122	952210	Newington CDP, Connecticut	177.0	13.0	30603	5.4	63.5	715	7091	0.015685489253771192	0.27767314108474517	121	0.6253746253746253	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.635	0.005783746691500833	0.00042479495474299905	0.023363722510864948	0.23170930954481586	0.0028759409263660455	0.1836734693877551	0.022273220230925234	0.3658472911786281	0.0029949012425127468	0.6253746253746252	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.7137305699481866	0.03461903510718852	0.0014684017906741167	0.06289160413295859	0.3932939226356296
4123	952210	Newington CDP, Connecticut	177.0	13.0	30603	5.4	63.5	715	7091	0.015685489253771192	0.27767314108474517	121	0.6253746253746253	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.635	0.005783746691500833	0.00042479495474299905	0.023363722510864948	0.23170930954481586	0.0028759409263660455	0.1836734693877551	0.022273220230925234	0.3658472911786281	0.0029949012425127468	0.6253746253746252	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.7137305699481866	0.03461903510718852	0.0014684017906741167	0.06289160413295859	0.3932939226356296
4124	952280	New London city, Connecticut	117.0	63.0	27147	12.2	53.2	3838	3280	0.03883782982508153	0.5386647604970112	368	0.5955955955955956	0.641148939	0.021371631	0.0	0.0	0.0	0.0	0.532	0.004309868493756216	0.0023206984197148856	0.14137842118834493	0.12082366375658452	0.0024719227221661737	0.41496598639455784	0.055149286260054574	0.7104975730543477	0.00910845997722885	0.5955955955955955	0.07941971316537931	0.017054561539091493	0.0	0.0	0.0	0.0	0.5803108808290155	0.02570424484377548	0.008022029633533666	0.3805693075743905	0.20297507996523018
4125	952560	New Milford CDP, Connecticut	69.0		7073	5.9	70.0	490	1152	0.027763627101375445	0.24455322719951933	44	0.4954954954954955							0.7	0.009755407889155946		0.06927753428531033	0.16287289693199491	0.0001252035580723562	0.20068027210884357	0.03942404159880088	0.32211106822270363	0.0010890549972773626	0.4954954954954954							0.7979274611398963	0.05864173021768786		0.18648463486728442	0.2751463816358314
4133	954940	North Haven CDP, Connecticut	142.0	3.0	23877	5.1	64.8	426	5866	0.02442722371967655	0.22874343799747188	69	0.386	0.762388818	0.254129606	0.0	0.0	0.0	0.0	0.648	0.005947145788834443	0.00012564392511622062	0.01784143736650333	0.2456757549105834	0.0020896485532617805	0.17346938775510204	0.0346863859160547	0.30123358442781484	0.0017078362457304094	0.3859999999999999	0.10006540095191771	0.20279542560097893	0.0	0.0	0.0	0.0	0.7305699481865285	0.03560735875848426	0.00043431722191616647	0.04802644850345649	0.41726526445663165
4135	955990	Norwalk city, Connecticut	251.0	4.0	88537	8.0	67.1	4180	21729	0.11908826650671342	0.4125173767658351	284	0.3243512974051896	0.681625585	0.110533879	0.0	0.0	0.0	0.0	0.6709999999999999	0.002834972949162497	4.5178851779482024e-05	0.04721190010955872	0.24542281757909123	0.00964862340382999	0.272108843537415	0.16910401351908239	0.5439147093641618	0.007029354982426613	0.32435129740518953	0.08631239734532838	0.08820603544764519	0.0	0.0	0.0	0.0	0.7603626943005181	0.016783301131726883	0.0001561711270646518	0.12708728802417313	0.41683113486433376
4136	956200	Norwich city, Connecticut	127.0	130.0	39875	9.0	61.6	3190	4081	0.03166595105195363	0.3930100473896819	510	0.55	0.899078445	0.0					0.616	0.0031849529780564262	0.0032601880877742946	0.08	0.1023448275862069	0.003959869395504128	0.30612244897959184	0.044965298193187626	0.5181544700765023	0.012623137468442156	0.5499999999999999	0.12334199431358205	0.0					0.689119170984456	0.018900164356074018	0.011269592476489027	0.21534788937409025	0.1712588854222622
4137	956690	Oakville CDP, Connecticut	163.0		8918	6.4	63.5	128	1221	0.0	0.10860401457484414	0								0.635	0.018277640726620317		0.01435299394483068	0.1369141063018614	0.0003408903597936421	0.217687074829932	0.0	0.14258448205342233	0.0								0.7137305699481866	0.11018867516756525		0.03863608690272981	0.2305919494121561
4138	956900	Old Greenwich CDP, Connecticut	446.0		6860	2.7	61.8	187	2791	0.3318348998774009	0.1939879135854261	0	0.04195804195804196							0.618	0.06501457725947522		0.02725947521865889	0.4068513119533528	0.00010030313055656547	0.09183673469387756	0.4712018659857474	0.25533746978503535	0.0	0.04195804195804195							0.6917098445595855	0.39287824027709833		0.07337838067229387	0.6938993162771823
4141	957670	Orange CDP, Connecticut	129.0	2.0	13981	5.3	61.8	249	4295	0.03285069282266854	0.1681584448235256	0	0.19899999999999998	0.7829777059999999	0.031642566000000004	0.012657026400000002	0.014766530801054754	0.006328513200000001	0.014766530801054754	0.618	0.009226807810600101	0.00014305128388527287	0.017809884843716473	0.3072026321436235	0.000932772352809832	0.18027210884353742	0.046647618326719015	0.2212285826508965	0.0	0.19899999999999993	0.10357144002937343	0.025250767669616054	0.028047970496566026	0.01178369157999585	0.014023985248283013	0.01178369157999585	0.6917098445595855	0.05544447901961732	0.0004944897745841884	0.04794151388862427	0.5228670669701786
4149	962640	Putnam CDP, Connecticut	91.0		6992	8.0	67.5	262	736	0.0037593984962406013	0.016507077062832942	158	1.0							0.675	0.01301487414187643		0.03747139588100686	0.10526315789473684	0.00011573438141142169	0.272108843537415	0.005338304039349253	0.020966647944863095	0.003910697490223256	0.9999999999999998							0.7655440414507773	0.07835669584927177		0.10086732518594758	0.17626776860909138
4151	963900	Ridgefield CDP, Connecticut	158.0		7929	2.8	63.5	74	3087	0.05181507911883339	0.10578721510393141	0	0.078							0.635	0.019926850800857612		0.00933282885609787	0.38933030646992056	0.00022527288179778748	0.09523809523809523	0.07357683587836567	0.13886478126830268	0.0	0.07799999999999999							0.7137305699481866	0.12016396480454572		0.025122562450628515	0.6638270967186932
4152	964530	Riverside CDP, Connecticut	458.0		8385	6.3	58.5	141	3197	0.31293157564344004	0.20634872579421026	0	0.030999999999999996							0.585	0.05462134764460346		0.016815742397137744	0.38127608825283243	0.00027858083929638175	0.2142857142857143	0.44435935588308245	0.27166043609929424	0.0	0.03099999999999999							0.6489637305699482	0.3300145231002946		0.04526543291852523	0.6500032200681615
4153	965230	Rockville CDP, Connecticut	137.0		7188	9.2	62.9	587	747	0.09960522320072882	0.402988304002705	210	0.7619999999999999							0.629	0.01905954368391764		0.08166388425153033	0.10392320534223706	0.00013864745086257185	0.3129251700680272	0.1414383087838274	0.531331172692667	0.005197762487005594	0.7619999999999997							0.705958549222798	0.11491803535575078		0.21982681389571332	0.1739679378491025
4157	968100	Shelton city, Connecticut	129.0	6.0	41282	6.8	62.0	1392	9311	0.02528382331069357	0.1274699698428584	145	0.08091908091908094	0.641148939	0.021371631	0.0	0.0	0.0	0.0	0.62	0.0031248486022964	0.00014534179545564653	0.033719296545709994	0.22554624291458747	0.004124352501207028	0.23129251700680273	0.03590274780517177	0.1674977601717704	0.003588931241027672	0.08091908091908093	0.07941971316537931	0.017054561539091493	0.0	0.0	0.0	0.0	0.694300518134715	0.018536621490297233	0.0005024074564067781	0.09076724177872124	0.382715928522616
4159	969010	Simsbury Center CDP, Connecticut	168.0		6077	4.3	66.6	162	2256	0.030780505679736166	0.182789407482709	37	0.6900000000000001							0.6659999999999999	0.027645219680763534		0.02665789040645055	0.37123580714168175	8.767756167531947e-06	0.14625850340136054	0.04370797561569063	0.2405493769965394	0.0009157962477105094	0.69							0.7538860103626942	0.16684871789018574		0.07175900542743668	0.6327705596315798
4164	971460	Southwood Acres CDP, Connecticut	136.0		7816	4.1	66.7	204	1118	0.005292338709677419	0.10720135453171387	0	0.0							0.667	0.017400204708290685		0.026100307062436028	0.14303991811668373	0.00021206279583870603	0.13945578231292516	0.007515062087652452	0.14073221116315657	0.0	0.0							0.7551813471502592	0.10488148079767588		0.07025807547389075	0.24110600113387481
4167	973000	Stamford city, Connecticut	396.0	6.0	128851	7.4	68.6	7141	36401	0.16630940472220898	0.5440899594155089	299	0.3266733266733267	0.899078445	0.0					0.6859999999999999	0.003073317242396256	4.6565412763579635e-05	0.05542060209078703	0.2825045983345104	0.014361467699001762	0.25170068027210885	0.23615750442474992	0.717661773731376	0.007400623731498441	0.32667332667332666	0.12334199431358205	0.0					0.7797927461139896	0.018224932731890187	0.0001609640950817969	0.1491838711011535	0.48047653772384336
4169	973980	Storrs CDP, Connecticut	101.0		16077	6.1	50.9	1119	441	0.18133569217160547	0.3103436432991781	103	0.9780000000000001	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.509	0.006282266592025875		0.06960253778690054	0.02743049076320209	0.0011778019118384583	0.20748299319727892	0.25749466542743454	0.40899004734291444	0.0025493787436265533	0.9779999999999999	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.5505181347150259	0.03763434557322226		0.1873594950936174	0.04267948470520411
4170	974260	Stratford CDP, Connecticut	135.0	18.0	52529	7.2	61.6	2418	10322	0.06246756875424101	0.3871856276796677	378	0.24248496993987975	0.681625585	0.110533879	0.0	0.0	0.0	0.0	0.616	0.0025700089474385577	0.00034266785965847435	0.04603171581412172	0.1965009804108207	0.005439165216090118	0.2448979591836735	0.08870325264601847	0.5104630817501669	0.009355972476610068	0.2424849699398797	0.08631239734532838	0.08820603544764519	0.0	0.0	0.0	0.0	0.689119170984456	0.015180659538725437	0.0011845105341078991	0.12391041056048807	0.3328640229357386
4176	975940	Thompsonville CDP, Connecticut	127.0		8328	12.0	63.3	918	1063	0.006369426751592357	0.32750822187325257	174	0.75							0.633	0.015249759846301633		0.11023054755043228	0.1276416906820365	0.00027191734460905743	0.40816326530612246	0.009044515123993003	0.43165658681707303	0.004306717489233206	0.7499999999999999							0.7111398963730571	0.09187445962930361		0.2967239469941986	0.21467721674338264
4177	976500	Torrington city, Connecticut	105.0	23.0	35078	7.8	61.3	2039	4651	0.015574421303365296	0.16484246826247118	229	0.5885885885885886	1.00721236	0.053957805	0.0	0.0	0.0	0.0	0.613	0.0029933291521751526	0.0006556816238097953	0.058127601345572724	0.13259022749301558	0.003399083711028785	0.2653061224489796	0.02211550497703902	0.2168496977693271	0.005668036235829909	0.5885885885885885	0.14175589464604674	0.04305832839275573	0.0	0.0	0.0	0.0	0.6852331606217616	0.01774112270675834	0.0022665148438425135	0.15647070330184518	0.22317064970382233
4178	977270	Trumbull CDP, Connecticut	136.0	6.0	36455	6.4	61.4	401	10613	0.03587443946188341	0.22398636491582835	0	0.09709709709709709	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.614	0.0037306268001645864	0.0001645864764778494	0.010999862844602935	0.29112604580990264	0.0035600597142646717	0.217687074829932	0.05094130491361081	0.2949516716898352	0.0	0.09709709709709706	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.6865284974093264	0.022200686532040218	0.0005689311374402582	0.029609965587371483	0.49527397966501147
4179	978880	Wallingford Center CDP, Connecticut	163.0		17756	5.4	62.4	489	3602	0.01331967213114754	0.18796784531149024	394	0.8631368631368631							0.624	0.00917999549448074		0.027539986483442216	0.2028610047307952	0.0013740827465756067	0.1836734693877551	0.01891378623777635	0.24738771939766505	0.009751992475620018	0.8631368631368629							0.6994818652849741	0.055161333519136144		0.07413347453250319	0.34378006584939774
4180	980000	Waterbury city, Connecticut	168.0	39.0	109250	12.1	53.7	13696	9460	0.04860563481253136	0.5054070273394007	2393	0.6176176176176176	0.641148939	0.021371631	0.0	0.0	0.0	0.0	0.537	0.0015377574370709383	0.0003569794050343249	0.1253638443935927	0.0865903890160183	0.012070043850471179	0.41156462585034015	0.06901946067019565	0.6665793540206095	0.059229741101925644	0.6176176176176175	0.07941971316537931	0.017054561539091493	0.0	0.0	0.0	0.0	0.5867875647668394	0.008937059675385054	0.0012339816933638443	0.3374604911747758	0.14421871719952886
4186	982660	West Hartford CDP, Connecticut	176.0	341.0	63360	4.7	64.2	2338	21852	0.02802166380731322	0.30649914161503466	389	0.6976976976976977	1.093675701	0.213980029	0.0	0.0	0.0	0.0	0.642	0.002777777777777778	0.005381944444444444	0.036900252525252523	0.34488636363636366	0.0067053461100972985	0.1598639455782313	0.03979045085043661	0.4039132230675008	0.009628236225929409	0.6976976976976976	0.15647955783336323	0.17075606315292838	0.0	0.0	0.0	0.0	0.7227979274611399	0.0164373546635893	0.018603932959401707	0.09932989373355093	0.5875456294136647
4187	982800	West Haven city, Connecticut	112.0	36.0	55044	10.2	61.6	4193	7458	0.06727207551678814	0.5000903202535258	741	0.5475475475475475	1.093675701	0.213980029	0.0	0.0	0.0	0.0	0.616	0.002034735847685488	0.0006540222367560497	0.07617542329772546	0.1354916067146283	0.005733177306241357	0.3469387755102041	0.09552559879613638	0.6595584213181578	0.01834067620414831	0.5475475475475474	0.15647955783336323	0.17075606315292838	0.0	0.0	0.0	0.0	0.689119170984456	0.011943046399968352	0.0022607787895557677	0.2050527078667885	0.2281504388521837
4188	983570	Westport CDP, Connecticut	224.0	0.0	27777	3.7	59.9	597	11092	0.2674941360437842	0.14927453617545028	0	0.06899999999999999	0.863608135	0.06986492799999999	0.046576618668995484	0.06986492799999999	0.0	0.06986492799999999	0.599	0.008064225798322352	0.0	0.0214926017928502	0.3993231810490694	0.0025455718739734417	0.12585034013605442	0.37983869716730934	0.1962915963479232	0.0	0.06899999999999998	0.11730182871797196	0.05575221254756814	0.10321378694902553	0.05575221254756814	0.0	0.05575221254756814	0.667098445595855	0.04841257175663422	0.0	0.05785483041560098	0.6809783908409835
4190	984970	Wethersfield CDP, Connecticut	167.0	34.0	26395	4.6	62.7	792	6536	0.011488750598372427	0.20316943893567674	0	0.5489999999999999	0.681625585	0.110533879	0.0	0.0	0.0	0.0	0.627	0.006326955862852813	0.001288122750520932	0.030005682894487594	0.24762265580602386	0.0023840113536597197	0.1564625850340136	0.016313898031213803	0.2674620556515815	0.0	0.5489999999999998	0.08631239734532838	0.08820603544764519	0.0	0.0	0.0	0.0	0.7033678756476685	0.03790464977953771	0.004452693546271875	0.08077075600695183	0.42060683245292424
4191	984970	Wethersfield CDP, Connecticut	167.0	34.0	26395	4.6	62.7	792	6536	0.011488750598372427	0.20316943893567674	0	0.5489999999999999	0.681625585	0.110533879	0.0	0.0	0.0	0.0	0.627	0.006326955862852813	0.001288122750520932	0.030005682894487594	0.24762265580602386	0.0023840113536597197	0.1564625850340136	0.016313898031213803	0.2674620556515815	0.0	0.5489999999999998	0.08631239734532838	0.08820603544764519	0.0	0.0	0.0	0.0	0.7033678756476685	0.03790464977953771	0.004452693546271875	0.08077075600695183	0.42060683245292424
4192	985810	Willimantic CDP, Connecticut	99.0	33.0	17550	11.6	56.8	2701	1275	0.02091254752851711	0.4796202868786208	253	0.8861138861138862	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.568	0.0056410256410256415	0.0018803418803418803	0.1539031339031339	0.07264957264957266	0.0013500006429687857	0.3945578231292517	0.029695584827254592	0.6325268913841555	0.0062620662343448345	0.886113886113886	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.626943005181347	0.033755783155224456	0.0064998356344510184	0.4142839381762235	0.12029136377265194
4193	985810	Willimantic CDP, Connecticut	99.0	33.0	17550	11.6	56.8	2701	1275	0.02091254752851711	0.4796202868786208	253	0.8861138861138862	0.423280423	0.119047619	0.0	0.0	0.0	0.0	0.568	0.0056410256410256415	0.0018803418803418803	0.1539031339031339	0.07264957264957266	0.0013500006429687857	0.3945578231292517	0.029695584827254592	0.6325268913841555	0.0062620662343448345	0.886113886113886	0.04231933499812261	0.09499999996808	0.0	0.0	0.0	0.0	0.626943005181347	0.033755783155224456	0.0064998356344510184	0.4142839381762235	0.12029136377265194
